P122144 rev 3: EBOM
, , , , , , , , , , , , , , , , , , ,
Level,부품 번호,개정,수량,Unit Of Measure,부품 명,상태,Ref Des,공정,쪽보드,="F/N",RoHS 결과,SAP반제품코드,현재고(A등급),현재고(B등급),부품 상태,이동평균가,구매업체명,부품그룹,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C360,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C374,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C377,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C455,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C463,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C465,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C470,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C468,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C464,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C462,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C499,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C501,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C505,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C507,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C500,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C496,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C491,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C493,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C492,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C519,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C136,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C138,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C137,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C135,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C155,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C153,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C149,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C145,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C140,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C142,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C141,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C139,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C535,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C539,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C541,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C543,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C536,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C534,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C561,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C563,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C565,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C569,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C571,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C570,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C568,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C564,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C562,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C558,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C551,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C589,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C596,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C597,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C616,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C614,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C610,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C458,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C457,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C456,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C461,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C471,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C479,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C508,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C506,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C511,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C513,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C515,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C514,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C512,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C490,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C529,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C521,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C520,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C518,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C526,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C150,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C154,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C555,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C556,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C552,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C588,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C619,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C620,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C622,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C623,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C624,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C625,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C626,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C627,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C628,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C200,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C204,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C205,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C208,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C203,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C742,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C30,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C738,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C24,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C821,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C240,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C241,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C242,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C245,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C237,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C238,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C239,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C236,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C235,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C46,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C49,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C65,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C66,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C69,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C70,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C76,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C78,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C75,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
2,147999,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,50V,0.1UF,J,1005",배포,C74,="Auto-SMD",MAIN,,OK,1119422,8590,="0",A,6.0,주식회사 씨엔엘테크,CERAMIC CAPACITOR,
